time,seconds_elapsed,z,y,x,a,ave,std
1.64617E+18,17.05770557,-3.67100848,-3.09817995,0.389025694,4.819373741,2.84904087,1.218370859
1.64617E+18,17.06768628,-3.446142324,-2.94962605,0.537147194,4.567791355,2.55370573,1.051482804
1.64617E+18,17.07766748,-3.045447308,-2.634283797,0.535845829,4.062183056,2.338731377,0.809684093
1.64617E+18,17.08764941,-2.625529121,-2.060549259,0.589449263,3.389205931,2.243694026,0.639759837
1.64617E+18,17.09763062,-2.258061251,-1.432358323,0.798276503,2.790651601,2.267338575,0.684466548
1.64617E+18,17.10761157,-1.864461162,-1.001238943,0.937931058,2.314823863,2.382620913,0.841880105
1.64617E+18,17.11759253,-1.342618724,-0.702735597,1.094317624,1.869222678,2.565093233,0.99180909
1.64617E+18,17.12757373,-0.747931998,-0.418169882,1.349031513,1.59817219,2.781608354,1.050838452
1.64617E+18,17.13755469,-0.390507969,0.033007367,1.464297476,1.515834113,2.98799341,0.999563654
1.64617E+18,17.14753638,-0.270058465,0.656910834,1.392470842,1.563150173,3.151825763,0.87081698
1.64617E+18,17.15751758,-0.405943438,1.055339951,1.484421396,1.866022339,3.265107175,0.716855279
1.64617E+18,17.16749854,-0.96549806,1.340812843,1.765499852,2.418047831,3.340249724,0.595346548
1.64617E+18,17.17747974,-1.606550815,1.723465714,2.032736831,3.11180954,3.384575925,0.538855648
1.64617E+18,17.18746069,-2.071250393,2.102449542,2.105938261,3.625651421,3.417776098,0.531200424
1.64617E+18,17.19744165,-2.32751122,2.470228669,2.007898596,3.943474981,3.470826955,0.574072608
1.64617E+18,17.20742383,-2.442840311,2.773827292,1.863937576,4.139547067,3.554284546,0.686394942
1.64617E+18,17.21740479,-2.419233226,2.759009663,1.676707763,4.034373884,3.66935423,0.851468879
1.64617E+18,17.2273855,-2.181575978,2.600258193,1.374697869,3.662022754,3.834944802,1.045308096
1.64617E+18,17.23736646,-1.671121195,2.527539871,0.876131604,3.154157643,4.062094108,1.215928466
1.64617E+18,17.24734741,-0.864745191,2.539223295,0.269785567,2.695964287,4.336946694,1.288130491
1.64617E+18,17.25732959,0.084097502,2.593017721,-0.346727352,2.617447831,4.624414529,1.208122778
1.64617E+18,17.26731055,1.074201596,2.493859427,-0.902136398,2.861309839,4.869719854,1.008213139
1.64617E+18,17.2772915,2.116625659,2.390893266,-1.289713647,3.443811273,5.049440917,0.765038242
1.64617E+18,17.28727271,3.152510091,2.278421318,-1.464289001,4.156159989,5.138830149,0.608395779
1.64617E+18,17.29725366,4.088733541,2.007016114,-1.443577052,4.778050895,5.128999463,0.624768636
1.64617E+18,17.30723462,4.74377449,1.837708764,-1.451244518,5.290243904,5.026639818,0.745975376
1.64617E+18,17.31721655,5.17263177,1.810005934,-1.532005569,5.690279604,4.838611074,0.880648767
1.64617E+18,17.32719751,5.418422056,1.80714353,-1.606718573,5.933515811,4.576906802,0.972714654
1.64617E+18,17.33717871,5.358061987,1.805082506,-1.695441397,5.902683512,4.256048818,1.001081788
